"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","matched_genes","total_genes","matched_fraction"
"cranial_DEFTs","cranial_DEFTs",189,-0.304382634720579,-1.1112853457628,0.242427302100162,0.242427302100162,NA,3143,"tags=36%, list=26%, signal=27%","Dmtf1/Mef2a/Preb/Zbtb41/Etv4/Zfp553/Blzf1/Lrrfip1/Zfp418/Klf9/Zfp51/Satb1/Sp7/Cbfb/Nfil3/Zeb2/Six1/Klf3/Sox4/Sox8/Zfp651/Creb3/Zfp617/Dlx2/Zfp212/Zkscan14/Zfp637/Creb3l2/Tmf1/Stat2/Zfp91/Arntl/Dach1/Tox4/Zfp57/Nr6a1/Nfe2l1/Aff2/Zfp266/Aff1/Mafg/Ubtf/Zfp213/Ahrr/Zfp956/Gtf3a/Zfp2/Stat5b/Foxk2/Zfp740/Trps1/Zscan22/Crebzf/Tcf19/Zfp46/Zfp618/Zfp444/Sox5/Rora/Zfp664/Zfp521/Foxn2/Smarcal1/Zbtb17/Nfxl1/Klf13/Zfp799/Ets1",189,233,"189/233"
