"Gene","log2FC","rank","background_pvalue","background_p.adjust"
"ALDH6A1",0.858963203429742,377,4.34008849369977e-09,7.81387983910307e-08
"ATP6V1G1",0.714286905136998,576,7.90236514127773e-06,5.31682833912783e-05
"ACADSB",0.709131905297399,587,2.84010612355434e-06,2.21335769371463e-05
"GLUD1",0.594074052751528,855,0.0010414058834802,0.00374246870015851
"SLC25A6",0.59255360786269,860,5.34846923604882e-05,0.000281216475085565
"LDHA",0.551779690782233,1007,0.000348367624422436,0.00145081299065978
"ATP6AP1",0.508754598673294,1191,0.000349323501098317,0.00145412711295876
"AIFM1",0.489837082824691,1271,2.890470039284e-09,5.4582410326022e-08
"TIMM13",0.48218359342864,1315,0.000176247622501732,0.000798034474169108
"GPI",0.459943029041249,1418,2.77485723622615e-05,0.000159620191745675
"PDP1",0.441740551987187,1521,6.15901945946582e-05,0.000318397118670051
"COX5A",0.418897890921222,1654,0.000833982617629739,0.00308871115838162
"MRPL15",0.410476090623628,1717,0.000751884423293895,0.00283141219601096
"DECR1",0.389431891532292,1866,0.000121335908670878,0.000579287284340385
"CS",0.385813088191358,1893,2.12127479914352e-06,1.72262306666255e-05
"ATP6V0B",0.362956987042406,2078,0.0133051902371091,0.0332295782615468
"VDAC1",0.34601617763569,2235,0.000825876196544701,0.00306305981756452
"HSPA9",0.333643897427249,2351,7.47369616094814e-05,0.000378920358525771
"MDH2",0.323722109773774,2445,0.00412932809654871,0.0122570872878928
"GRPEL1",0.316488863455645,2511,1.53796414801395e-05,9.48359019444038e-05
"CASP7",0.315499206073955,2518,0.00599232223629792,0.0168560739771737
"NDUFV2",0.311310289765445,2558,0.0371466707293035,0.0793173876567511
"ATP6V1C1",0.287725185108255,2805,0.000146725200260995,0.000682006743061834
"LRPPRC",0.282326897995321,2864,0.00338728500638232,0.0103504490203434
"MRPS15",0.267869067852723,3030,0.0125174821126665,0.0315472502856132
"BAX",0.262898384034748,3097,0.00537707547147422,0.0153754057948687
"COX7A2L",0.261491668231589,3129,0.0575202146920415,0.113792694187843
"MRPS30",0.258004737265268,3184,0.000923418378382648,0.00337385725295639
