"Gene","log2FC","rank","background_pvalue","background_p.adjust","是否为core gene"
"MFAP5",0.110036649082902,1348,0.33229210186469,0.97196958734216,"No"
"POLR2J",0.0919479150019482,1936,0.318239581614238,0.97196958734216,"No"
"NUP50",0.0919213165428978,1937,0.105186151082242,0.97196958734216,"No"
"MAT1A",0.079842026985122,2478,0.441030955343786,0.97196958734216,"No"
"LZTFL1",0.049873302779226,4308,0.375239746764624,0.97196958734216,"No"
"MAPK9",0.0492300816373681,4361,0.34837398627389,0.97196958734216,"No"
"RPL5",0.0194437303591624,6933,0.828931182562167,0.994652628189942,"No"
"PATJ",0.0129097334098534,7575,0.866280721807047,0.996794844179341,"No"
"RPS6",0.00946047795768123,7924,0.927117678156327,0.99954299627195,"No"
"EIF1AD",0.00874439439377905,8009,0.838978482555505,0.995245270667715,"No"
"GGACT",0.00332099910044792,8659,0.958476225868803,0.99954299627195,"No"
"ANKRD26",-0.00474312367678997,9804,0.929350924758237,0.99954299627195,"No"
"WDPCP",-0.00836589153714706,10395,0.779790332751561,0.992405587308304,"No"
"E2F3",-0.0154429229795916,11690,0.828173158537249,0.994594115304049,"No"
"MTF2",-0.016117586799878,11824,0.767809839638016,0.991138493812497,"No"
"OTOL1",-0.0182647781061056,12184,0.161878080845259,0.97196958734216,"No"
"CTSE",-0.0243225153068263,13022,0.807162114920047,0.993714391242088,"No"
"DRD4",-0.043929461841864,14950,0.461478928482495,0.97196958734216,"Yes"
"PLEK2",-0.0607486292416635,15941,0.538325606359091,0.975683920476232,"Yes"
"WFDC2",-0.119067549916276,17484,0.573010862778708,0.977700842126001,"Yes"
"SCGB1D2",-0.176814225404988,17949,0.454637650723355,0.97196958734216,"Yes"
