"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","...8"
"CALML6",26.8670576393946,1.87231278491876,0.559250641959432,3.34789563827552,0.000814276684831524,0.0268548597210832,"Up"
"CARD9",294.687180762384,1.22065015205395,0.341864466065192,3.57056750034143,0.000356208642522664,0.0201329763693079,"Up"
"CASP7",699.138635687649,0.339626409777189,0.10292199445629,3.29984287198617,0.000967389752807013,0.0290766920990994,"Up"
"CCAR2",3741.01621375666,0.302151188080907,0.0770460973922804,3.92169361340268,8.79287540925954e-05,0.0108652354566968,"Up"
"CCDC144NL",34.6110327962002,1.31559277831015,0.370643783435378,3.54948022091816,0.000385992461176908,0.0206587234767224,"Up"
"CCNE1",511.954705128085,0.508153040158799,0.170882036797157,2.97370659715389,0.0029422626319332,0.0450598763218542,"Up"
"CDKN2D",427.454695422477,0.477664528150544,0.101422281740248,4.70966063822038,2.48129586069966e-06,0.00135975013166341,"Up"
"CEACAM19",100.938128014377,0.65194661090053,0.183771300322811,3.54759752885966,0.000388761787992114,0.0206587234767224,"Up"
"CENPH",1155.08894671292,0.554068505848154,0.164441666890816,3.36939241935584,0.000753340923794855,0.0266229907014699,"Up"
"CHCHD7",965.042994557256,0.33910798224505,0.116434966739483,2.91242391990188,0.00358635552649303,0.049038524003605,"Up"
"CHTOP",2810.09611446981,0.223508231326914,0.0656992523094067,3.40199048650227,0.00066896966507974,0.0257968782681767,"Up"
"CIRBP",22740.016500629,0.662218112178695,0.171255853146466,3.86683491402968,0.000110257010366531,0.0118592694540537,"Up"
"CKS1B",1596.48921906293,0.664507591742406,0.218908942997151,3.03554337545293,0.00240102684917891,0.0406794355199295,"Up"
"CLTB",3124.61969932531,0.501928304743523,0.171612617467236,2.92477506695772,0.00344705284230611,0.0478504329418418,"Up"
"CNEP1R1",262.812028508459,0.492285786837329,0.138672411141996,3.54999082213438,0.000385244581726302,0.0206587234767224,"Up"
"CNIH4",1348.86857355959,0.324615036431615,0.096590079268162,3.3607492497277,0.000777313597123209,0.0266229907014699,"Up"
