"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","matched_genes"
"BB3_1_5x_up","BB3_1_5x_up",87,-0.425769009885539,-1.4202973290413,0.0228900654001869,0.0228900654001869,NA,4265,"tags=37%, list=23%, signal=28%","SNCAIP/CARD9/DSN1/NDUFC2/AGER/NDUFS5/MUC1/SLC6A16/UPK3A/EMC8/HES1/ABTB1/HLA-A/DCTN3/KRT10/RHBDD2/UQCR11/COX14/LYRM9/LCN2/LTB4R/DENND2A/SDCBP2/CKS1B/DDB2/MYL6/HOXB7/BEX2/VAMP5/FBXO2/TNNC1/GATM",87
