"Gene","log2FC","rank","in_gene_set"
"BAIAP2L1",1.02881152604566,281,FALSE
"PRR15L",1.02406736663486,282,FALSE
"C19orf81",1.02339905320174,283,FALSE
"PTPRN2",1.02206345640095,284,FALSE
"MB",1.02172148997309,285,FALSE
"RPL36",1.01862459590046,286,FALSE
"NECTIN2",1.0184699313425,287,FALSE
"ISG15",1.01810433240732,288,FALSE
"PNPLA7",1.01596801917193,289,FALSE
"NR2F6",1.01384059643826,290,FALSE
"MAOA",1.01195170311896,291,FALSE
"CENPM",1.01044520628412,292,FALSE
"RIPK2",1.00947801230237,293,FALSE
"SOX12",1.00933169705775,294,FALSE
"MESP1",1.00712258637973,295,FALSE
"DCXR",1.00544331903757,296,FALSE
"TRIB3",1.00376879965456,297,FALSE
"DNPH1",1.00168696610515,298,FALSE
"WWC1",0.999808195998158,299,FALSE
"IDUA",0.999462070450325,300,FALSE
"MAZ",0.999198446319142,301,FALSE
"GNL3",0.99772290596779,302,FALSE
"ICA1",0.997155201799138,303,FALSE
"MZT2B",0.997120615188704,304,FALSE
"NAAA",0.99709292441375,305,FALSE
"IMPDH2",0.996242314844194,306,FALSE
"HOXC4",0.996060066986268,307,FALSE
"BGN",0.995674222536143,308,FALSE
"NECAB3",0.994771310649609,309,FALSE
"APRT",0.992302547271131,310,FALSE
"PEX10",0.991327057650063,311,FALSE
"GMDS",0.991082211015551,312,FALSE
"EMB",0.990946512884895,313,FALSE
"CRAT",0.990837856279565,314,FALSE
"TMTC4",0.990348404049193,315,FALSE
"TTC6",0.989929457025802,316,FALSE
"RAMP1",0.989727672060543,317,FALSE
"ATF5",0.988746033830024,318,FALSE
"RAB3D",0.987115945659645,319,FALSE
"MEX3A",0.986918981390128,320,TRUE
"MAL2",0.986658557658078,321,FALSE
"EME2",0.984709814834012,322,FALSE
"SHC2",0.983703772207002,323,FALSE
"MZB1",0.98029631703012,324,FALSE
"CORO1B",0.979004920648496,325,FALSE
"PLPPR2",0.978489674382229,326,FALSE
"ADRA2A",0.976892999593293,327,TRUE
"CCDC154",0.974706205850833,328,FALSE
"TMEM45B",0.973164556196126,329,FALSE
"CREB3L1",0.973097416431875,330,FALSE
"MANEAL",0.971239656400703,331,FALSE
"SEC16A",0.970415024367489,332,FALSE
"LRRC56",0.967337516431759,333,FALSE
"PIEZO1",0.964845530093296,334,FALSE
"ATP6V0E2",0.963953714428452,335,FALSE
"HSPE1",0.963241121552561,336,FALSE
"SLC12A8",0.963230223258821,337,FALSE
"CACFD1",0.961497041740738,338,FALSE
"SLC37A1",0.961019545978766,339,FALSE
"AP1M2",0.958578753990928,340,FALSE
"CDC20",0.957312875580144,341,FALSE
"B3GALT6",0.956544481424337,342,FALSE
