"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","matched_genes"
"BB3_all","BB3_all",505,0.361180831485858,1.5874013296979,1.69612284111221e-07,1.69612284111221e-07,NA,2933,"tags=29%, list=16%, signal=25%","ABCC4/FASN/ENTPD5/SMPDL3B/GCNT1/RALGAPA2/MON1B/TMTC4/KLK15/EMB/ZNF350/ACACA/SAPCD2/SLC12A8/PLEKHH1/ACLY/IMPDH2/MMP10/MIA3/PKIB/NCAPD3/SLC25A42/MAOA/ADRA2A/AR/ATP2C1/EEF2/ZBTB16/MEX3A/HOXC4/P4HA1/ACSL3/ZKSCAN1/ZNF614/MGST1/PRR15L/LRBA/SHANK2/BCL9/HDLBP/PLXNB3/TRIM14/NEK6/AVL9/TWNK/PLPP5/BMP6/RORC/FARP1/DDX21/MLEC/ATP13A2/EBF2/KCND3/THBS2/PDCD2L/EARS2/SLC26A1/HSP90B1/FKBP5/KIAA1549/ANKRD13B/TRRAP/STT3A/POLR3E/FKBP4/ANKH/PFAS/SLC35E2B/LRRC8D/SLC46A1/KIF3B/TAF4B/MTHFD2L/PSD3/ZMYND19/RIOX2/COG5/HMGCS2/NSMAF/RREB1/SLC51A/PPIA/KBTBD11/MIPOL1/CCDC88C/SLC25A16/PCNX2/ABL2/WDR43/CEACAM19/TANC2/BTBD9/RALGAPA1/UBE2E3/TM9SF4/C19orf18/PRKDC/SNRPN/HLTF/PCLAF/UTP14A/HMGXB4/SRRM2/PHKB/FKTN/MAP3K21/PSMG4/CDC42SE1/EIF2A/SERBP1/GEMIN4/OAZ3/EMC10/CDK12/GDF11/ABHD12/ZBTB45/ULBP2/MTMR4/PDCD5/NDUFAF6/TRIM44/CASP7/MORC4/MTCH2/SLC35D2/GCA/IGBP1/PLXNB2/ZNF770/DAP3/RAPGEF6/ZFAT/TGFBRAP1/RNF144B/PLOD1/PIGN/BRPF3/GPHN/ATP8B2/LMAN1/HERC6/MAPT",505
