"Gene","log2FC","rank","background_pvalue","background_p.adjust","是否为core gene"
"TNNC1",0.284832370356303,131,0.215598823917552,0.961953958507263,"No"
"UPK3A",0.269717043496184,151,0.203408674487983,0.961953958507263,"No"
"FBXO2",0.211184984135245,279,0.0987349380678917,0.961953958507263,"No"
"MGST1",0.202605079052546,316,0.309578868516235,0.961953958507263,"No"
"KLK15",0.17045608251431,474,0.252391950964813,0.961953958507263,"No"
"RHBDD2",0.162191408538159,537,0.0458087362100427,0.954822705704888,"No"
"RPL3L",0.159038577423161,563,0.0842201653403925,0.961953958507263,"No"
"BMI1",0.154459886736048,602,0.0222956576532718,0.843403251480126,"No"
"HES1",0.12779095533419,964,0.325277182133369,0.961953958507263,"No"
"PRR15L",0.120962104521026,1104,0.337688146471791,0.961953958507263,"No"
"ALDH2",0.120177779575765,1117,0.392785190634232,0.962613387123402,"No"
"GATM",0.115306308828906,1228,0.367380339131251,0.961953958507263,"No"
"UQCR11",0.104575155257366,1523,0.274207846118616,0.961953958507263,"No"
"BLCAP",0.103973724414116,1540,0.102841779558827,0.961953958507263,"No"
"SBDS",0.103915837707927,1547,0.0586121149224076,0.961953958507263,"No"
"RNF144B",0.102893123333667,1583,0.369213843669395,0.961953958507263,"No"
"HMGCS2",0.0942019713530939,1869,0.72823796260956,0.986064874486454,"No"
"DYNLT3",0.09280903561298,1931,0.236414747758761,0.961953958507263,"No"
"MEAF6",0.0927964402525676,1933,0.34166143554673,0.961953958507263,"No"
"LCN2",0.090352154280827,2029,0.764012439101842,0.988070096138049,"No"
"PSMD10",0.087860088896238,2155,0.240204502121769,0.961953958507263,"No"
"HSBP1L1",0.0869950380975903,2185,0.425034219143876,0.962613387123402,"No"
"TMA7",0.0866353409000729,2201,0.387329152982517,0.961953958507263,"No"
"ISCU",0.0857526223361225,2243,0.143654750617375,0.961953958507263,"No"
"OSCP1",0.0847891745322875,2293,0.195148659598651,0.961953958507263,"No"
"SNX17",0.0810795476868593,2464,0.147854654064754,0.961953958507263,"No"
