"Gene","log2FC","rank","background_pvalue","background_p.adjust"
"TNNC1",0.284832370356303,131,0.215598823917552,0.961953958507263
"UPK3A",0.269717043496184,151,0.203408674487983,0.961953958507263
"FBXO2",0.211184984135245,279,0.0987349380678917,0.961953958507263
"RHBDD2",0.162191408538159,537,0.0458087362100427,0.954822705704888
"RPL3L",0.159038577423161,563,0.0842201653403925,0.961953958507263
"HES1",0.12779095533419,964,0.325277182133369,0.961953958507263
"GATM",0.115306308828906,1228,0.367380339131251,0.961953958507263
"EMC8",0.112811687753681,1290,0.0380644519020637,0.927402306141879
"UQCR11",0.104575155257366,1523,0.274207846118616,0.961953958507263
"TMED3",0.101828823101661,1621,0.27178544174141,0.961953958507263
"LCN2",0.090352154280827,2029,0.764012439101842,0.988070096138049
"TMA7",0.0866353409000729,2201,0.387329152982517,0.961953958507263
"NDUFAB1",0.0756675350421636,2729,0.358856630319939,0.961953958507263
"ARPC1B",0.072821406440027,2889,0.276325995065411,0.961953958507263
"BEX2",0.0706710867838845,2991,0.595882277413649,0.974889403904491
"SMIM4",0.0680633914124771,3118,0.46975849993187,0.962613387123402
"NDUFC2",0.0646708896279105,3306,0.396899143534099,0.962613387123402
"COX6A1",0.0598146255812937,3608,0.551843371520807,0.972817794316773
"BANP",0.0491619643928123,4298,0.313411226216244,0.961953958507263
"OAZ3",0.0392960995435827,5036,0.578287988277532,0.974889403904491
"COX14",0.0392318042067741,5040,0.657128595563689,0.981791940588791
"MUC1",0.0380045458921101,5146,0.853633279556792,0.993371139928155
"LYRM9",0.0358985571115173,5351,0.578173480688738,0.974889403904491
"GNG10",0.0286329517184118,5966,0.662603443702237,0.981791940588791
"MORN2",0.0212131140840865,6625,0.817819157577156,0.99175790744336
"GDPGP1",0.019145954076091,6824,0.620053687530364,0.977735671808662
"PRR13",0.0185213893933698,6884,0.789619189422026,0.988741473863441
"PSENEN",0.0184596622895392,6891,0.829440309456113,0.993371139928155
"HYKK",0.0159241795778231,7144,0.660636545485616,0.981791940588791
"DCTN3",0.014266579478817,7283,0.844460491827599,0.993371139928155
"VAMP5",0.0090348311784032,7815,0.943770906557888,0.996725389280917
"COX8A",0.00878132215118832,7847,0.923957878671394,0.996624672772691
"MYPOP",0.0051906576127867,8221,0.92966678345648,0.996624672772691
"SDCBP2",0.00140363226257456,8678,0.988364229303607,0.998927071480386
"C8orf76",-0.000292726193653614,8885,0.996387596824515,0.999759670996926
"TARDBP",-0.00131815963391446,9057,0.975191082202319,0.997726456533199
"VKORC1",-0.00388745592620188,9414,0.965588997289612,0.997726456533199
"CKS1B",-0.00636708687271215,9865,0.941262204070327,0.996725389280917
"TEX19",-0.0086755877320575,10271,0.669379440277007,0.982112758884219
"TSGA13",-0.00903979797457004,10355,0.379615889425191,0.961953958507263
"MYL6",-0.00905897598969219,10360,0.919891639321812,0.99644262950454
"CARD9",-0.0121264751903745,10970,0.852197234345709,0.993371139928155
"RPL21",-0.0131414697353023,11150,0.908188948095171,0.996396890482989
"KRTCAP2",-0.0141154518621085,11350,0.848507505770613,0.993371139928155
"AXDND1",-0.0178006327639688,11978,0.170985508176925,0.961953958507263
"KRT10",-0.0182019259895716,12050,0.839920792410718,0.993371139928155
"FCHSD1",-0.0202587864158246,12384,0.794809303438288,0.988741473863441
"CALML6",-0.0216932772154159,12576,0.718087103007657,0.98595061929778
"SLC6A16",-0.0251652055829626,13042,0.668206773050824,0.982112758884219
"FKBP6",-0.0295098295379263,13504,0.160714486428042,0.961953958507263
"KISS1",-0.0336814387455261,13923,0.530633293668158,0.970119659454904
"EFHB",-0.0366156563208288,14193,0.356350766683117,0.961953958507263
"SPATA33",-0.0407547248796576,14522,0.373828673570513,0.961953958507263
"LTB4R",-0.0411771238456657,14556,0.68628157974498,0.98263152052947
"DLGAP2",-0.0431400883073433,14697,0.0920984970402406,0.961953958507263
"SNRPA1",-0.0452581970764068,14853,0.407246193536705,0.962613387123402
"NDUFS5",-0.0467475864523594,14949,0.594469103332655,0.974889403904491
"C1QTNF12",-0.0493026855629974,15114,0.386316289129974,0.961953958507263
"SNRPN",-0.0493366579273258,15118,0.664035972484334,0.981791940588791
"RENBP",-0.0522135691648269,15286,0.666257100546991,0.982041103739494
"SPATA6L",-0.0530972414728838,15349,0.37104227436436,0.961953958507263
"ZNF684",-0.0534501900857945,15368,0.185715133392125,0.961953958507263
"ABTB1",-0.0592261204065552,15691,0.545330671115143,0.972817794316773
"IL3RA",-0.0620391554441493,15833,0.41044963067872,0.962613387123402
"BLOC1S1",-0.0672027134773887,16074,0.488746967132103,0.963535743091324
"RAB13",-0.0674414507905574,16088,0.467440297444561,0.962613387123402
"DDB2",-0.0700298163641078,16198,0.362048108464721,0.961953958507263
"HELLS",-0.0743933323764036,16381,0.305622897820187,0.961953958507263
"MMP10",-0.0744381467124935,16383,0.636250936086361,0.979880563677205
"TMEM14B",-0.0756704049588217,16424,0.288539866525207,0.961953958507263
"SNCAIP",-0.0768123473214392,16477,0.288349631220868,0.961953958507263
"PCLAF",-0.0778546837773433,16508,0.427251896875121,0.962613387123402
"DSN1",-0.0827973243701412,16658,0.222579641217175,0.961953958507263
"NDUFB1",-0.09998146640286,17086,0.323951660028938,0.961953958507263
"POLG2",-0.105645362301326,17215,0.0862355789429539,0.961953958507263
"DENND2A",-0.105679748482896,17216,0.193230147190698,0.961953958507263
"HOXB7",-0.119439986026678,17426,0.245984826402431,0.961953958507263
"KCNAB3",-0.126739191991666,17516,0.0383158190281915,0.929807385261811
"CIRBP",-0.132135678241161,17584,0.0961931160212084,0.961953958507263
"HLA-B",-0.157914131986109,17835,0.28228970453279,0.961953958507263
"HEXA",-0.160609324855593,17851,0.10200315274567,0.961953958507263
"CEACAM19",-0.183964993288944,17998,0.0471857412147054,0.958027832462569
"C19orf18",-0.203653836884063,18065,0.0327005222673493,0.905798340597689
"AGER",-0.228669326830099,18126,0.0322708086371599,0.90165823582083
"HLA-A",-0.240769639897812,18148,0.112797851052316,0.961953958507263
"MSMB",-0.275152381008504,18195,0.408452868478919,0.962613387123402
"HOXC4",-0.298718225800662,18224,0.0122899504851871,0.748745972802155
