"Gene","log2FC","rank","background_pvalue","background_p.adjust","是否为core gene"
"KLK15",1.23317296913689,141,6.5945021517542e-11,2.12781041010243e-09,"No"
"MMP10",0.982458122589297,262,5.08318751735094e-05,0.000269137815331382,"No"
"PKIB",0.949269311634383,285,1.59508621826907e-06,1.34821209957534e-05,"No"
"SLC25A42",0.906675173752034,319,4.30630574674715e-13,3.16713968402464e-11,"No"
"HOXC4",0.823293667782005,414,3.04697688003683e-09,5.69458662579722e-08,"No"
"MGST1",0.765824037635907,501,0.0160154048668159,0.0389628826584408,"No"
"PRR15L",0.758819096412968,509,1.06975226696353e-05,6.90096579604388e-05,"No"
"PLPP5",0.626919273169293,747,0.000175251910589702,0.000794516148682938,"No"
"THBS2",0.560852166887473,968,0.00805466096079487,0.0216675508683251,"No"
"PDCD2L",0.559053026049261,981,3.37476597417508e-12,1.70294440796846e-10,"No"
"MTHFD2L",0.462472547000314,1402,3.8046649225054e-06,2.84660391195359e-05,"No"
"ZMYND19",0.444327499458523,1503,1.98156581748974e-06,1.62662108633162e-05,"No"
"HMGCS2",0.438394431037518,1533,0.255867932757168,0.36726429096608,"No"
"SLC51A",0.426034561835487,1605,1.50556775146779e-05,9.31227230955527e-05,"No"
"PPIA",0.422462813648916,1634,0.000241914462489101,0.00105462398022006,"No"
"SLC25A16",0.409317143990226,1724,0.00767843760646627,0.0207785636167237,"No"
"CEACAM19",0.402670760852763,1773,0.000291815830101169,0.00124293701515072,"No"
"UBE2E3",0.38754227116799,1880,0.005455809139349,0.0155613485359419,"No"
"C19orf18",0.380295280264879,1928,0.000152631878162347,0.000704806990009454,"No"
"SNRPN",0.377543203688918,1949,0.0148611563759258,0.0365661339191478,"No"
"PCLAF",0.37406682491222,1985,0.00230387838516175,0.00742983396855112,"No"
"PSMG4",0.355112613340082,2152,2.08467011192682e-07,2.27039072261766e-06,"No"
"OAZ3",0.348507597995666,2220,7.97092569165214e-05,0.000400442024653077,"No"
"EMC10",0.347540854467408,2226,0.000110498638551253,0.000532869197749419,"No"
"ABHD12",0.33479130573736,2341,0.0101381543359396,0.026368725444113,"No"
"ULBP2",0.327785768859556,2408,0.000871218103724094,0.00320505226250545,"No"
"PDCD5",0.322283580006385,2454,0.000367337047623913,0.00151798107532666,"No"
"NDUFAF6",0.322131257513006,2457,5.66962492159279e-05,0.000296642875361908,"No"
"CASP7",0.315499206073955,2518,0.00599232223629792,0.0168560739771737,"No"
"MTCH2",0.306445809479025,2613,0.00285974920445007,0.00896775488486795,"No"
"SLC35D2",0.300700895079887,2675,7.97006757145977e-06,5.35444702304505e-05,"No"
"GCA",0.29748121493983,2704,0.0200329268957541,0.0470604099299455,"No"
"DAP3",0.286876821445713,2812,0.00181764433596737,0.00604528140007016,"No"
"RAPGEF6",0.286292907162435,2819,2.80810368391827e-05,0.000161328309683932,"No"
"RNF144B",0.284391825750379,2840,0.0327159310213397,0.0712098733445551,"No"
"GDPGP1",0.27011267898864,3000,1.63551701204208e-07,1.8351329240739e-06,"No"
"SGPP1",0.26212354800024,3118,0.0336767223833395,0.0729254188599052,"No"
"HDAC8",0.258087512982373,3182,0.0103406417187151,0.0268086338607363,"No"
"HYKK",0.254087978685646,3237,7.06839278653043e-06,4.83086619112535e-05,"No"
"MTX2",0.244911750156112,3371,0.0248662784489049,0.0565570069241025,"No"
"ARPC3",0.226508524611605,3651,0.037574909702626,0.080087505533017,"No"
"SAT1",0.218351665880124,3778,0.149258275160146,0.243199015746633,"No"
"OCIAD2",0.209602316012427,3909,0.10977205297857,0.191613252081167,"No"
"BMF",0.205760262959114,3957,0.0668183422366385,0.128175502119406,"No"
"KRTCAP2",0.191046296763572,4181,0.0194482283488576,0.045919715647584,"No"
"CRAMP1",0.189839551394879,4202,0.0162848184585539,0.0394861201438988,"No"
"POLG2",0.187801940204529,4235,0.0208017700309513,0.0485492172861106,"No"
"TMEM42",0.186402455512901,4258,0.0899092697060309,0.162895605699515,"No"
"C1orf210",0.179615488259692,4357,0.262759727012567,0.374964116332309,"No"
"COX6A1",0.176954604080576,4412,0.162003374648563,0.259213183447895,"No"
"ERH",0.172501631502699,4504,0.224412861987472,0.332681903938667,"No"
"HELLS",0.155874675838747,4820,0.0716821367623757,0.13579911319484,"No"
"NECAP1",0.153289263954974,4871,0.0750695471408021,0.141037141475885,"No"
"KCNAB3",0.144696179727171,5028,0.0458667097477202,0.0945009242686952,"No"
"SEM1",0.13552274185233,5213,0.226305056718174,0.334667670167889,"No"
"DGUOK",0.12771194834722,5399,0.167850285840259,0.266267685992291,"No"
"DLGAP2",0.126234670495503,5445,3.70926360981591e-06,2.78555116725571e-05,"No"
"LPXN",0.123910814049168,5489,0.367006002033249,0.480885884941949,"No"
"AGBL3",0.123027305219276,5507,0.0402311660806819,0.0847743142352009,"No"
"RBM3",0.120545381681964,5554,0.323982258145127,0.439279123859112,"No"
"LSM8",0.106373530539894,5892,0.118874048277,0.203987720902439,"No"
"ELOC",0.104715225255194,5935,0.29653835678682,0.41158672281742,"No"
"ZNF747",0.103104725774659,5980,0.0789436541754351,0.146760187843873,"No"
"PSMB2",0.099454947671914,6084,0.201304263895598,0.305632533048678,"No"
"MFSD11",0.0981923060239001,6121,0.0987512082796482,0.175839487317005,"No"
"SMIM4",0.0944342283201678,6212,0.338721897360226,0.453553931129666,"No"
"TARDBP",0.090228073846025,6322,0.189166849394985,0.291616173295087,"No"
"MGME1",0.0900376963668066,6327,0.222790617265137,0.330898074829407,"No"
"SURF2",0.0892845460879736,6356,0.435671892038952,0.545145033116104,"No"
"GINS1",0.0883874019633073,6378,0.380038463457603,0.493761888654758,"No"
"BANP",0.0874532851771996,6403,0.188726983048942,0.291135731493467,"No"
"HLA-B",0.0823881841140954,6550,0.6280802105599,0.717489954860562,"No"
"SERINC2",0.0796962017833005,6607,0.70911521546108,0.787039812647028,"No"
"OSCP1",0.0756858880731177,6725,0.365977057810063,0.47995518568998,"No"
"ZNF226",0.0739173461014628,6772,0.291635350096602,0.406557268809368,"No"
"NDUFB1",0.0738946542720775,6773,0.591276129484862,0.68760784637488,"No"
"SAP18",0.0732316479841559,6796,0.428180301073394,0.538515878516981,"No"
"MAGEF1",0.0702550159913748,6884,0.511270617653275,0.616061424800305,"No"
"GALT",0.0701309231295406,6889,0.318558554299954,0.434096069118068,"No"
"TSGA13",0.0689755027553691,6911,0.0117379006419848,0.0298475228250695,"No"
"RAD51C",0.0671596109522383,6970,0.452034559548087,0.560982361576072,"No"
"LAMTOR5",0.0632401348554286,7097,0.604614357802961,0.698267924594817,"No"
"C8orf76",0.0570377825921617,7270,0.419379080185471,0.530753822673071,"No"
"BLOC1S1",0.0567455563890449,7279,0.600661160994878,0.694874269288222,"No"
"FAM177A1",0.0521319429567235,7431,0.653158528133057,0.739315709518669,"No"
"RENBP",0.0518175158406986,7444,0.692212097322106,0.772260944540526,"No"
"GLOD4",0.0510084704421878,7480,0.529037760100928,0.6319786907341,"No"
"ORMDL1",0.0485173302458901,7578,0.579954825826512,0.678306680785759,"No"
"PAAF1",0.047694462181842,7602,0.463317442926105,0.571742725915062,"No"
"SPATA33",0.038109954879588,7947,0.421542384844045,0.532713341696961,"No"
"FKBP6",0.0366089117070692,8007,0.0527146178187177,0.105825367144969,"No"
"CENPH",0.034899392694739,8077,0.729870290645007,0.803321641918037,"No"
"LTN1",0.0342097312032617,8105,0.719079823689061,0.794961299728303,"No"
"ZNF500",0.0331515595164427,8145,0.612324672839996,0.704388378876035,"No"
"UQCRQ",0.028449113584422,8344,0.848145889413825,0.896718555877753,"No"
"CIRBP",0.0274891059093614,8378,0.723676263619206,0.798342321303607,"No"
"TEX19",0.0274490900603978,8380,0.018682515598675,0.0444281422130553,"No"
"TAMM41",0.0264614151452771,8422,0.724080659607211,0.798691436178554,"No"
"C1QTNF12",0.0254333378346162,8479,0.574122944520108,0.67326301789118,"No"
"EFHB",0.0235183503697991,8574,0.588267956254915,0.685169198411946,"No"
"LRR1",0.0215939610387981,8657,0.802946481929703,0.8601442263672,"No"
"ZCRB1",0.00487282937840128,9537,0.952706276589905,0.970278758789719,"No"
"GPN2",0.00124531537933192,9761,0.978869448660402,0.987567611038812,"No"
"C19orf25",0.000279826694874696,9825,0.997259482376403,0.998303618055311,"No"
"MEAF6",-0.00180033332700447,9977,0.987194016662469,0.992933198975162,"No"
"SPATA6L",-0.00650298703447194,10208,0.953131397164688,0.970602890346641,"No"
"COX8A",-0.0109174645228238,10385,0.93183786918965,0.955643929296885,"No"
"PRPF3",-0.0119997764025439,10429,0.887153346415496,0.925357584461639,"No"
"VKORC1",-0.015705577825424,10545,0.874279922239799,0.91597952981188,"No"
"HEXA",-0.0173458936687179,10594,0.885408797150709,0.924015408113965,"No"
"BAK1",-0.0218689978762892,10715,0.797937007173873,0.856242168605386,"No"
"PSENEN",-0.0303385437440178,10953,0.816789856194925,0.871527951441354,"No"
"AXDND1",-0.0354598169355691,11083,0.574085111603063,0.673262113452631,"No"
"NDUFC1",-0.0386008087310667,11161,0.740629655576348,0.811672196138992,"No"
"GNG10",-0.0391649169962069,11178,0.503317855507003,0.608820892471716,"No"
