"Gene","log2FC","rank","background_pvalue","background_p.adjust","是否为core gene"
"AR",0.771203090379355,22,8.40097698181967e-05,0.0274126879265698,"Yes"
"FASN",0.494048182559196,35,0.0066513429667607,0.573301839771785,"Yes"
"FKBP5",0.485000129248039,38,0.00056713011852063,0.136357482312204,"Yes"
"AKAP12",0.330650689090275,91,0.0220654625902641,0.843403251480126,"Yes"
"MAOA",0.306682961123469,113,0.079623503185066,0.961953958507263,"Yes"
"ACSL3",0.299300342005483,119,0.0397711726036012,0.938054891599708,"Yes"
"KCNH2",0.267444137266668,154,0.0353663537652845,0.919231625478351,"Yes"
"ZBTB16",0.26390214049293,161,0.0647357043054688,0.961953958507263,"Yes"
"NFIC",0.239652661150015,205,0.00622119278142796,0.563189386178402,"Yes"
"DDX21",0.236809488498032,210,0.0166317702611209,0.834475471687762,"Yes"
"ALDH1B1",0.217810549408447,257,0.00829705021660837,0.641543888195339,"Yes"
"KIAA1549",0.217180864292652,260,0.019168067938222,0.843403251480126,"Yes"
"PLXNB3",0.211871040731992,277,0.0668616336218374,0.961953958507263,"Yes"
"NEK6",0.205481107260323,303,0.0272578655539366,0.865497709203493,"Yes"
"PRKAR2A",0.203741557456625,311,0.00313295544146878,0.412000940740952,"Yes"
"GTF2I",0.199237795729545,331,0.0216106518898917,0.843403251480126,"Yes"
"EDA",0.183876106266726,397,0.0892265331117652,0.961953958507263,"Yes"
"HLTF",0.180918834942912,409,0.109131292351977,0.961953958507263,"Yes"
"RMND5A",0.165649952111138,506,0.0137843754474268,0.779322151304911,"Yes"
"ZNF770",0.164842341459041,515,0.142976279324987,0.961953958507263,"Yes"
"CADPS2",0.161408401657273,551,0.108331852695361,0.961953958507263,"Yes"
"PTPRF",0.161351298400356,552,0.111718299601349,0.961953958507263,"Yes"
"MLEC",0.155422141962688,595,0.0641663078289775,0.961953958507263,"Yes"
"KMT2E",0.153209024016457,616,0.0551761224868413,0.961137546427122,"Yes"
"LDLR",0.151925343044442,630,0.238289606875274,0.961953958507263,"Yes"
"SPG11",0.150662125505167,640,0.0622022376866013,0.961953958507263,"Yes"
"SLC25A23",0.145765966039779,699,0.0724847847864682,0.961953958507263,"Yes"
