"Gene","log2FC","rank","in_gene_set","background_pvalue","background_p.adjust"
"HARS2",-0.014181364248794,11361,FALSE,0.765253604975196,0.988070096138049
"PITX2",-0.0141856674739737,11362,FALSE,0.764168833923584,0.988070096138049
"DENND1C",-0.0141862570837943,11363,FALSE,0.856313152665733,0.993371139928155
"GPR50",-0.0141905845267284,11364,FALSE,0.128902602952085,0.961953958507263
"GPR148",-0.0141908217081082,11365,FALSE,0.354269280846345,0.961953958507263
"TEX13C",-0.0141998067555751,11366,FALSE,0.124083131186841,0.961953958507263
"KIF2B",-0.0142070009838992,11367,FALSE,0.147066139668405,0.961953958507263
"MYO1H",-0.0142124436164,11368,FALSE,0.677253086055215,0.98263152052947
"PSG7",-0.0142152155028991,11369,FALSE,0.100004641640319,0.961953958507263
"GPR174",-0.0142215205726258,11370,FALSE,0.83178719031378,0.993371139928155
"TECTB",-0.0142241835413628,11371,FALSE,0.65080543816439,0.981791940588791
"DEFB119",-0.0142271371418697,11372,FALSE,0.459393249099785,0.962613387123402
"TRIML1",-0.0142281705576786,11373,FALSE,0.27620114506217,0.961953958507263
"NEU2",-0.0142324573010837,11374,FALSE,0.188306969091745,0.961953958507263
"SETBP1",-0.0142333761199815,11375,FALSE,0.85896977555943,0.993371139928155
"OR52K1",-0.0142340045782056,11376,FALSE,0.491533641667109,0.963826724588285
"PDE6A",-0.014235799829678,11377,FALSE,0.640869593763169,0.980705978296155
"DNAH12",-0.0142467292481357,11378,FALSE,0.475868896747703,0.962613387123402
"PSG5",-0.0142541277197685,11379,FALSE,0.191235178214111,0.961953958507263
"PURG",-0.0142698333657082,11380,FALSE,0.401483864507095,0.962613387123402
"CRYGB",-0.0142700838352882,11381,FALSE,0.334763611395513,0.961953958507263
"RANBP3",-0.0142707147194625,11382,FALSE,0.740138365365406,0.986791821456713
"OR52H1",-0.0142870849044889,11383,FALSE,0.551964681210408,0.972817794316773
"TRIM50",-0.0142907742494964,11384,FALSE,0.378464507597263,0.961953958507263
"SLC3A1",-0.014291174819455,11385,FALSE,0.760903612902157,0.988070096138049
"LSMEM2",-0.0142928018970647,11386,FALSE,0.579553294789677,0.974889403904491
"APOC4",-0.0142989711384976,11387,FALSE,0.795005899680379,0.988741473863441
"RUBCNL",-0.0143039712413816,11388,FALSE,0.807901661724099,0.988741473863441
"MYL10",-0.0143234657999114,11389,FALSE,0.557553525394734,0.973169031898041
"ACOT12",-0.0143396282529177,11390,FALSE,0.825560472614837,0.993371139928155
"OR5A1",-0.0143574280537487,11391,FALSE,0.0044850193998796,0.476481159848837
"OR11G2",-0.0143596816896409,11392,FALSE,0.238202431325992,0.961953958507263
"SMCO4",-0.0143627369615729,11393,FALSE,0.875991178001548,0.995379202197669
"OR2T29",-0.0143674488873761,11394,FALSE,0.419386127264527,0.962613387123402
"KCNK10",-0.0143712391044991,11395,FALSE,0.425380093317563,0.962613387123402
"GNPTG",-0.014377855973235,11396,FALSE,0.827505778075793,0.993371139928155
"IGF2BP1",-0.0143900205314761,11397,FALSE,0.619465614155189,0.977250726707913
"OR10R2",-0.0143904495145881,11398,FALSE,3.92940964571252e-06,0.0014360420491221
"GPR84",-0.0143912664558845,11399,FALSE,0.801162230383199,0.988741473863441
"SCFD1",-0.0143994853758502,11400,FALSE,0.742666229493868,0.987753112420223
"RANGRF",-0.0144015561877586,11401,FALSE,0.806078416980908,0.988741473863441
"NR5A1",-0.0144021174883818,11402,FALSE,0.314296233263625,0.961953958507263
"CD200R1L",-0.0144047702713396,11403,FALSE,0.415546486312059,0.962613387123402
"NXPH2",-0.0144066813088677,11404,FALSE,0.216018623256394,0.961953958507263
"DEFB104A",-0.0144073991781869,11405,FALSE,0.11749501841795,0.961953958507263
"PSG1",-0.0144155493836635,11406,FALSE,0.245499353012663,0.961953958507263
"PSMC6",-0.0144159389644338,11407,FALSE,0.79627031310511,0.988741473863441
"OR8I2",-0.0144215001236298,11408,FALSE,0.163153266498856,0.961953958507263
"OR4F6",-0.014428257103546,11409,FALSE,0.113810827156008,0.961953958507263
"OR52B6",-0.0144308943317031,11410,FALSE,0.548091887837278,0.972817794316773
"CARD18",-0.0144313598795847,11411,FALSE,0.711672476011078,0.985753432058228
"STK17B",-0.0144370755024674,11412,FALSE,0.88903766873315,0.995443154842405
"MYO3A",-0.0144442661142384,11413,FALSE,0.422859738978948,0.962613387123402
"KRTAP22-1",-0.0144485389334013,11414,FALSE,0.269086701037752,0.961953958507263
"OR2M5",-0.0144569360068057,11415,FALSE,0.00352656310104511,0.447506163509703
"ALOX12",-0.0144691488054508,11416,FALSE,0.780598087283331,0.988741473863441
"GKN2",-0.0144766644657284,11417,FALSE,0.348184733040161,0.961953958507263
"B3GAT2",-0.0144866259979292,11418,FALSE,0.433325714571413,0.962613387123402
"ZNF804A",-0.0144881662546699,11419,FALSE,0.692393966079829,0.98263152052947
"EIF3M",-0.0144888546999189,11420,FALSE,0.802858274951237,0.988741473863441
"OR2C1",-0.0144950893560274,11421,FALSE,0.410272746964088,0.962613387123402
"OR7D4",-0.0144968294204011,11422,FALSE,0.0488706886644533,0.958910750271067
"OR10A2",-0.0145209573917411,11423,FALSE,0.485708192504122,0.963535743091324
"POMT2",-0.0145308184429114,11424,FALSE,0.769645250083203,0.988454291170253
"SOHLH1",-0.0145315257329407,11425,FALSE,0.57071873210739,0.973952866602945
"MRPL2",-0.0145460241951103,11426,FALSE,0.789868825903064,0.988741473863441
"OR7G3",-0.0145468177919057,11427,FALSE,0.149310536599348,0.961953958507263
"SMIM23",-0.0145491989367023,11428,FALSE,0.645791538196983,0.981334617669311
"IKBKE",-0.0145549890784651,11429,FALSE,0.857767896014325,0.993371139928155
"TPSG1",-0.014567361845683,11430,FALSE,0.803985516245689,0.988741473863441
"NPIPB2",-0.0145796956383246,11431,FALSE,0.842450901029451,0.993371139928155
"CSH1",-0.0145798686666203,11432,FALSE,1.2891239093086e-05,0.00461885513623452
"PSMG3",-0.0145819142716244,11433,FALSE,0.869375675191989,0.994992616161144
"OR13C4",-0.0145819713875416,11434,FALSE,0.115508291160036,0.961953958507263
"ORC6",-0.0145829468658378,11435,FALSE,0.862136436520132,0.99342257610537
"ATP6AP1L",-0.0145919553553093,11436,FALSE,0.8003032975136,0.988741473863441
"ZCCHC7",-0.0145932140540457,11437,FALSE,0.768311528223377,0.98813038817749
"BSX",-0.0146101873690029,11438,FALSE,0.243804407056337,0.961953958507263
"OR4M1",-0.0146122653176667,11439,FALSE,0.190450684268313,0.961953958507263
"LRRC10",-0.0146127393237068,11440,FALSE,0.0451874424751357,0.954822705704888
"LYPD4",-0.0146177148155999,11441,FALSE,0.304814975596047,0.961953958507263
"HABP4",-0.0146240641789337,11442,FALSE,0.810327830665921,0.988741473863441
"SNRPG",-0.0146246058070085,11443,FALSE,0.867406447594105,0.994615736889418
"DBF4",-0.0146253076315848,11444,FALSE,0.824895640986059,0.993371139928155
"UNC13A",-0.0146644874706078,11445,FALSE,0.87762968692151,0.995379202197669
"OR2T1",-0.0146688950766573,11446,FALSE,0.0611930479879682,0.961953958507263
"KYAT1",-0.0146724028749419,11447,FALSE,0.766855226997679,0.988070096138049
"TUBB3",-0.0146765525892798,11448,FALSE,0.844734661890248,0.993371139928155
"OR5D18",-0.0146875782936402,11449,FALSE,0.0231692115210724,0.843403251480126
"GPR101",-0.0146882129408639,11450,FALSE,0.405477762361865,0.962613387123402
"NPBWR2",-0.0146897511289032,11451,FALSE,0.0374402563444799,0.926605171946301
"OR1J4",-0.0146915892338402,11452,FALSE,0.45573978912082,0.962613387123402
"IL36B",-0.0146923175272234,11453,FALSE,0.31817133250088,0.961953958507263
"ZC2HC1B",-0.01469284276129,11454,FALSE,0.337232576224261,0.961953958507263
"RNF17",-0.0146951209630283,11455,FALSE,0.307084432082509,0.961953958507263
"RSPH10B",-0.0146979630113084,11456,FALSE,0.099391910694345,0.961953958507263
"SERPINI2",-0.0147053106518076,11457,FALSE,0.342587940408102,0.961953958507263
"THG1L",-0.0147056000945698,11458,FALSE,0.791097810575994,0.988741473863441
"F8A1",-0.0147089918789058,11459,FALSE,0.87022429849175,0.995118942329703
"DEDD",-0.0147115858634059,11460,FALSE,0.729606886399386,0.986318354041964
"LHCGR",-0.0147287438295838,11461,FALSE,0.45749219315474,0.962613387123402
"SPPL2C",-0.0147301668029315,11462,FALSE,0.0768202949141746,0.961953958507263
"SPINT4",-0.0147364613549205,11463,FALSE,0.356274683804501,0.961953958507263
"LOXHD1",-0.0147430369914295,11464,FALSE,0.42982629919835,0.962613387123402
"PLCG2",-0.0147461159960733,11465,FALSE,0.846311581909472,0.993371139928155
"FANCD2OS",-0.0147479798999136,11466,FALSE,0.257827639051972,0.961953958507263
"PSD2",-0.0147539135608584,11467,FALSE,0.46325695067883,0.962613387123402
"IVL",-0.0147624680047372,11468,FALSE,0.720486098743637,0.98595061929778
"WFDC6",-0.0147634062308819,11469,FALSE,0.36997992154029,0.961953958507263
"PRAMEF11",-0.014768215023436,11470,FALSE,0.208919541400239,0.961953958507263
"HNRNPCL1",-0.01477048317001,11471,FALSE,0.340000330724042,0.961953958507263
"MACROD2",-0.0147742172170268,11472,FALSE,0.810167344809986,0.988741473863441
"U2AF1",-0.0147771791520282,11473,FALSE,0.661818311850171,0.981791940588791
"OR14A16",-0.0147825653483424,11474,FALSE,0.450086329093996,0.962613387123402
"TAS2R42",-0.0148038826361352,11475,FALSE,0.372466751564523,0.961953958507263
"OR1I1",-0.0148073443502244,11476,FALSE,0.509706233508935,0.967933027026925
"GMPPA",-0.0148142916639635,11477,FALSE,0.840972366347333,0.993371139928155
"OPN5",-0.0148152325972808,11478,FALSE,0.0778048135451193,0.961953958507263
"HMCES",-0.0148157009331076,11479,FALSE,0.798108900276414,0.988741473863441
"TAS2R1",-0.014816123995228,11480,FALSE,0.148708993756498,0.961953958507263
"LILRA1",-0.0148414317117347,11481,FALSE,0.806891069311648,0.988741473863441
"KCNJ10",-0.014849591254112,11482,FALSE,0.628867169507318,0.978960116744788
"CYP2C19",-0.0148497523627696,11483,FALSE,0.479195548112838,0.962613387123402
"TAAR6",-0.0148584055834621,11484,FALSE,0.213118248662344,0.961953958507263
"INTS4",-0.0148753006781699,11485,FALSE,0.705630246543318,0.984387797569624
"KLRC1",-0.0148770463899683,11486,FALSE,0.669010968619159,0.982112758884219
"OR2V1",-0.0148774547794576,11487,FALSE,0.184053296938812,0.961953958507263
"KRTAP10-3",-0.0148849732347415,11488,FALSE,0.11210976446764,0.961953958507263
"UQCR10",-0.0148879436215203,11489,FALSE,0.875517526224093,0.995379202197669
"ZKSCAN3",-0.014895639140682,11490,FALSE,0.726419146167671,0.98595061929778
"KRTAP3-2",-0.0149005692370944,11491,FALSE,0.294385782779783,0.961953958507263
"SPN",-0.0149176990474446,11492,FALSE,0.880701014130551,0.995379202197669
"TSPYL6",-0.0149248877648916,11493,FALSE,0.540812695221607,0.971231526571388
"TOMM20L",-0.0149270451496814,11494,FALSE,0.678022163368912,0.98263152052947
"IMPG2",-0.0149319006981172,11495,FALSE,0.434774272057576,0.962613387123402
"UGT3A2",-0.0149332873995858,11496,FALSE,0.720159445818471,0.98595061929778
"SLFN13",-0.0149397095752042,11497,FALSE,0.854712539671811,0.993371139928155
"DNAH9",-0.0149399358863861,11498,FALSE,0.663339982292657,0.981791940588791
"OR2L3",-0.0149506060615109,11499,FALSE,0.360579110328538,0.961953958507263
"ANKRD60",-0.0149527493040767,11500,FALSE,0.170647288046519,0.961953958507263
"PRL",-0.0149548272587538,11501,FALSE,0.557444260487657,0.973169031898041
"ANP32D",-0.0149635628332447,11502,FALSE,0.306617336171901,0.961953958507263
"LIN28B",-0.0149639265505214,11503,FALSE,0.437693274802591,0.962613387123402
"OVCH1",-0.0149807006314446,11504,FALSE,0.349533232821725,0.961953958507263
"GRK7",-0.0149901886471581,11505,FALSE,0.267294615881818,0.961953958507263
"NMB",-0.014991307565313,11506,FALSE,0.869598070862091,0.995000973629492
"HAS1",-0.01499136836945,11507,FALSE,0.630223103048216,0.979075429198944
"TENM1",-0.0150016883234996,11508,FALSE,0.927620238734196,0.996624672772691
"TAF11",-0.0150039259639505,11509,FALSE,0.774668885393658,0.988741473863441
"HTR3D",-0.0150087220055898,11510,FALSE,0.399910474003556,0.962613387123402
"KRTAP2-3",-0.0150114757853057,11511,FALSE,0.230981208870642,0.961953958507263
"NUPR2",-0.0150145902201706,11512,FALSE,0.925120442568468,0.996624672772691
"NPAS3",-0.015016330068265,11513,FALSE,0.696374853274835,0.98263152052947
"SPON2",-0.015019431634042,11514,FALSE,0.960624876267834,0.997222784565065
"OR2L2",-0.0150221906724148,11515,FALSE,0.379356269818603,0.961953958507263
"OR2A14",-0.0150317028202597,11516,FALSE,0.531262440358247,0.970119659454904
"OR52W1",-0.0150371313984401,11517,FALSE,0.450493934128887,0.962613387123402
"FUT7",-0.0150388943182186,11518,FALSE,0.801677508014782,0.988741473863441
"ARRDC5",-0.0150421000883041,11519,FALSE,0.664561164640444,0.981912618536378
"PALD1",-0.0150525135611406,11520,FALSE,0.87409123052837,0.995379202197669
"WDR64",-0.0150532757467326,11521,FALSE,0.286400661565121,0.961953958507263
"CDCP2",-0.0150550461480927,11522,FALSE,0.0696158890289517,0.961953958507263
"GSKIP",-0.0150665109191315,11523,FALSE,0.853333164744403,0.993371139928155
"TRIM51",-0.0150770948478437,11524,FALSE,0.0321084080333527,0.901254900143556
"GABPB2",-0.0150870675201877,11525,FALSE,0.776459313926902,0.988741473863441
"TAF1L",-0.0151066430635621,11526,FALSE,0.129662576950652,0.961953958507263
"BID",-0.0151107297542588,11527,FALSE,0.807804958759053,0.988741473863441
"OR8B12",-0.0151149541876731,11528,FALSE,0.28959980522546,0.961953958507263
"LOXL1",-0.015116863074446,11529,FALSE,0.889011630093115,0.995443154842405
"TRIM64C",-0.0151174556932036,11530,FALSE,0.0885819267529558,0.961953958507263
"NLRP7",-0.0151316592211841,11531,FALSE,0.567741351562045,0.973952866602945
"CD300LD",-0.015136217464975,11532,FALSE,0.344755560498905,0.961953958507263
"EHMT2",-0.0151362791320211,11533,FALSE,0.789986025017506,0.988741473863441
"IRGM",-0.0151387536802641,11534,FALSE,0.689050934920964,0.98263152052947
"PARP8",-0.0151432064729535,11535,FALSE,0.851469313320394,0.993371139928155
"OR10A5",-0.0151496525994657,11536,FALSE,0.43681836622369,0.962613387123402
"ARMS2",-0.0151497667031593,11537,FALSE,0.384343325330556,0.961953958507263
"PRAMEF15",-0.0151538772991817,11538,FALSE,0.142378862271434,0.961953958507263
"RAB4B",-0.0151553066338341,11539,FALSE,0.776119115175913,0.988741473863441
"KIF11",-0.0151657792206235,11540,FALSE,0.87315087097468,0.995379202197669
"TRIM66",-0.015165855130546,11541,FALSE,0.807706761133851,0.988741473863441
"CLHC1",-0.0151727026868496,11542,FALSE,0.790531574381996,0.988741473863441
"OR9G1",-0.0151816036067249,11543,FALSE,0.0386773201178668,0.933620436610014
"ITIH5",-0.0151825124166378,11544,FALSE,0.872726893103606,0.995379202197669
"SNRPA",-0.0151861269697315,11545,FALSE,0.83427100187437,0.993371139928155
"SWI5",-0.015187671947487,11546,FALSE,0.856139799430053,0.993371139928155
"NKX2-4",-0.0151884350035125,11547,FALSE,0.436070823555266,0.962613387123402
"TSEN54",-0.0151956136555249,11548,FALSE,0.822000922254558,0.99290769785821
"ANAPC2",-0.0151964323432083,11549,FALSE,0.808487901975889,0.988741473863441
"LRRC40",-0.0151978190959587,11550,FALSE,0.823515648975526,0.993201271685324
"GALE",-0.0151980518157426,11551,FALSE,0.859807073826819,0.993371139928155
"GPR139",-0.0152025126637049,11552,FALSE,0.105125180382769,0.961953958507263
"SLC15A5",-0.0152144275518379,11553,FALSE,0.132246823464388,0.961953958507263
"SCGB1D4",-0.015223999462769,11554,FALSE,0.000189078067686481,0.0543057393120053
"NPSR1",-0.0152351517761262,11555,FALSE,0.176820908897594,0.961953958507263
"MNDA",-0.0152353306372528,11556,FALSE,0.918808711190015,0.996396890482989
"MORN3",-0.0152357567529436,11557,FALSE,0.651645499523252,0.981791940588791
"ATP23",-0.0152366123347856,11558,FALSE,0.766508379498123,0.988070096138049
"HNRNPC",-0.0152490559151186,11559,FALSE,0.769954984092776,0.988574158539018
"CHUK",-0.0152500770070372,11560,FALSE,0.805433711046831,0.988741473863441
"KRTAP5-4",-0.0152501871340916,11561,FALSE,0.326811633660674,0.961953958507263
"RYR3",-0.0152547596803564,11562,FALSE,0.63471327928706,0.979880563677205
"CXADR",-0.0152569401812404,11563,FALSE,0.892584892900333,0.995443154842405
"AK2",-0.0152714387929667,11564,FALSE,0.745759004915346,0.987904232899193
"EED",-0.0152720707402136,11565,FALSE,0.757757906074765,0.988070096138049
"KRTAP22-2",-0.0152797113834775,11566,FALSE,0.294524719849682,0.961953958507263
"KIF6",-0.0152833101690792,11567,FALSE,0.192951704106357,0.961953958507263
"CC2D2A",-0.0152884491999064,11568,FALSE,0.799804861449551,0.988741473863441
"NANOGNB",-0.0152886420642372,11569,FALSE,0.170863604026369,0.961953958507263
"TEX43",-0.0153023192141148,11570,FALSE,0.459438423370227,0.962613387123402
"PSG2",-0.0153082524518195,11571,FALSE,0.291250060905933,0.961953958507263
"HIGD2B",-0.0153087529152426,11572,FALSE,0.448702150260127,0.962613387123402
"TEX37",-0.0153099525279437,11573,FALSE,0.415141906791668,0.962613387123402
"INSL5",-0.0153107687678492,11574,FALSE,0.876558661921533,0.995379202197669
"JKAMP",-0.0153134510692157,11575,FALSE,0.806809616338433,0.988741473863441
"UBXN8",-0.0153223313097164,11576,FALSE,0.845537335835036,0.993371139928155
"LEXM",-0.0153264593447015,11577,FALSE,0.428647752047861,0.962613387123402
"ZCCHC13",-0.0153348798299226,11578,FALSE,0.205890679779593,0.961953958507263
"KANK4",-0.0153357687059102,11579,FALSE,0.737269098730949,0.986318354041964
"ADIG",-0.0153365616023761,11580,FALSE,0.380100319131292,0.961953958507263
"ANGPT1",-0.0153436086784318,11581,FALSE,0.880436968213696,0.995379202197669
"SPACA7",-0.0153446024005405,11582,FALSE,0.197112088010209,0.961953958507263
"PSG11",-0.0153469500779965,11583,FALSE,0.121840261257595,0.961953958507263
"CSH2",-0.0153494125780074,11584,FALSE,0.381000083216788,0.961953958507263
"OR5AP2",-0.015350565853372,11585,FALSE,0.101272973681068,0.961953958507263
"CPA1",-0.0153508495706952,11586,FALSE,0.531178473186843,0.970119659454904
"MUC22",-0.0153634589987222,11587,FALSE,0.0925680117325643,0.961953958507263
"CC2D1B",-0.015372096583806,11588,FALSE,0.711709773703278,0.985753432058228
"OR2Z1",-0.0153724114484506,11589,FALSE,0.148060263100853,0.961953958507263
"MAGEA8",-0.0153731329006203,11590,FALSE,0.747787884165344,0.987959103717136
"GRHPR",-0.0153734337291249,11591,FALSE,0.810020014297157,0.988741473863441
"CYP11B1",-0.0153847226921322,11592,FALSE,0.194318740835625,0.961953958507263
"CCRL2",-0.0153982971966984,11593,FALSE,0.81062211738644,0.988741473863441
"SKOR2",-0.0153999776060477,11594,FALSE,0.239735228499192,0.961953958507263
"SLC27A5",-0.0154031296889461,11595,FALSE,0.896107549511005,0.995443154842405
"DAAM2",-0.0154080573046718,11596,FALSE,0.846346203720804,0.993371139928155
"OR56A3",-0.015408504219302,11597,FALSE,0.541700193874885,0.971583003796209
"ARFIP2",-0.0154095593664501,11598,FALSE,0.823606990013613,0.993201271685324
"FOXD4L4",-0.0154108287891277,11599,FALSE,0.265649420370099,0.961953958507263
"GOLGA8R",-0.0154157857700625,11600,FALSE,0.58498258871927,0.974889403904491
"CASKIN1",-0.0154182926601411,11601,FALSE,0.834312689545178,0.993371139928155
"PCDHGC5",-0.0154195330086512,11602,FALSE,0.61871410729544,0.97706831331556
"BPIFB4",-0.0154254207130894,11603,FALSE,0.412624700131007,0.962613387123402
"OR1L1",-0.0154278210568325,11604,FALSE,0.281600041963803,0.961953958507263
"RTP5",-0.0154295721891675,11605,FALSE,0.270521105611574,0.961953958507263
"ZNF845",-0.0154325401024342,11606,FALSE,0.801218697644951,0.988741473863441
"OR10H4",-0.0154597558647289,11607,FALSE,0.0322649157697666,0.90165823582083
"ZC3HC1",-0.0154661739569031,11608,FALSE,0.727636987193676,0.986064874486454
"KLHL7",-0.0154780246278725,11609,FALSE,0.790313131524169,0.988741473863441
"GPR45",-0.0154942056463309,11610,FALSE,0.479571018315261,0.962613387123402
"SH3RF1",-0.0155116620455766,11611,FALSE,0.910856250284647,0.996396890482989
"CAGE1",-0.0155130719411666,11612,FALSE,0.303441842504968,0.961953958507263
"KLRG1",-0.0155259992873716,11613,FALSE,0.789673821244097,0.988741473863441
"OR2T12",-0.0155314451085465,11614,FALSE,0.0282849098105474,0.871585424904104
"ANKRD61",-0.0155385274959199,11615,FALSE,0.790459599269204,0.988741473863441
"RAET1E",-0.0155484369728963,11616,FALSE,0.662752204915982,0.981791940588791
"FSHR",-0.0155492825123127,11617,FALSE,0.376942613200526,0.961953958507263
"BHMG1",-0.0155498923754406,11618,FALSE,0.297401794437939,0.961953958507263
"DCBLD2",-0.0155509465989565,11619,FALSE,0.834738401244469,0.993371139928155
"ITSN1",-0.0155673045658584,11620,FALSE,0.757192040535371,0.988070096138049
"APELA",-0.0155701505175292,11621,FALSE,0.886441261265807,0.995443154842405
"NUTM2A",-0.0155724613928193,11622,FALSE,0.475385052971798,0.962613387123402
"MTRNR2L6",-0.0155725565591191,11623,FALSE,0.406845446459492,0.962613387123402
"ZNF205",-0.0155793306491345,11624,FALSE,0.855605562834922,0.993371139928155
"MPP4",-0.0155887076568269,11625,FALSE,0.314058222720189,0.961953958507263
"TTBK2",-0.0155916577084045,11626,FALSE,0.77247611280409,0.988741473863441
"OR5A2",-0.0155929075696842,11627,FALSE,0.00453759809965851,0.479280520665087
"DNAJB11",-0.0155938395393544,11628,FALSE,0.796437387236098,0.988741473863441
"KATNAL1",-0.0155943519781592,11629,FALSE,0.771303290069114,0.988741473863441
"INTS11",-0.0156095963183613,11630,FALSE,0.800162879540848,0.988741473863441
"PRPF31",-0.0156147244907014,11631,FALSE,0.815013796096246,0.990428074519632
"COL4A4",-0.0156155042687939,11632,FALSE,0.806661095031012,0.988741473863441
"PLAU",-0.0156171960965579,11633,FALSE,0.892421206172886,0.995443154842405
"OR4Q3",-0.0156185368742187,11634,FALSE,0.338105710373313,0.961953958507263
"PNLDC1",-0.0156251343646977,11635,FALSE,0.659201722698822,0.981791940588791
"NKAIN3",-0.0156319328669231,11636,FALSE,0.346237282546083,0.961953958507263
"LRRC19",-0.0156386785161921,11637,FALSE,0.566728786940953,0.973952866602945
"LCE1A",-0.0156392420144029,11638,FALSE,0.623094696966002,0.978425777047414
"PRMT3",-0.0156399429051919,11639,FALSE,0.793266734792704,0.988741473863441
"GALK1",-0.015640067565541,11640,FALSE,0.857835994243341,0.993371139928155
"CYP2A13",-0.0156443996862638,11641,FALSE,0.305851259418149,0.961953958507263
"RGS21",-0.0156467038621698,11642,FALSE,0.230983360226932,0.961953958507263
"CSN2",-0.0156473179005859,11643,FALSE,0.51251844776112,0.968247522012059
"EME2",-0.0156524198994741,11644,FALSE,0.899742496196984,0.99632022454381
"PLXNB1",-0.0156551510345539,11645,FALSE,0.869491931042358,0.994992616161144
"OR6S1",-0.0156628109688383,11646,FALSE,0.194396070966872,0.961953958507263
"YPEL3",-0.0156650935526712,11647,FALSE,0.87540137175152,0.995379202197669
"OR51D1",-0.0156663719155516,11648,FALSE,0.712288933578689,0.985753432058228
"OR6A2",-0.0156676777794002,11649,FALSE,0.484848923566647,0.963535743091324
"TSSK1B",-0.0156690334721204,11650,FALSE,0.0143463743123996,0.793242537289619
"DSCC1",-0.015669115866213,11651,FALSE,0.845960903310492,0.993371139928155
"FOXL1",-0.0156744497628524,11652,FALSE,0.734827096246646,0.986318354041964
"EFL1",-0.0156790835607419,11653,FALSE,0.809396900224836,0.988741473863441
"ZNF493",-0.0157047104832713,11654,FALSE,0.748058267828198,0.987959103717136
"KHNYN",-0.0157060634497355,11655,FALSE,0.830627240612256,0.993371139928155
"LRRTM4",-0.0157094746591415,11656,FALSE,0.846991399911296,0.993371139928155
"KRT25",-0.0157101281306657,11657,FALSE,0.368324461354705,0.961953958507263
"C2orf81",-0.0157191345630766,11658,FALSE,0.714067928872023,0.985753432058228
"KRTAP16-1",-0.0157235207951783,11659,FALSE,0.244418464762481,0.961953958507263
"OR2G6",-0.015728342159642,11660,FALSE,0.535093733707454,0.971231526571388
"KRTAP10-1",-0.0157357638361588,11661,FALSE,0.113078959242413,0.961953958507263
"BRF1",-0.015742194645644,11662,FALSE,0.745355401691102,0.987904232899193
"ANKRD62",-0.015752498477199,11663,FALSE,0.312903692697644,0.961953958507263
"A3GALT2",-0.0157551803834786,11664,FALSE,0.445132196999907,0.962613387123402
"RNASE8",-0.0157613417941458,11665,FALSE,0.442157143396459,0.962613387123402
"LILRB5",-0.0157647751139413,11666,FALSE,0.802022261091932,0.988741473863441
"NEO1",-0.015771083565844,11667,FALSE,0.879690214803468,0.995379202197669
"PDCL2",-0.0157738240203199,11668,FALSE,0.141325181685566,0.961953958507263
"HEPACAM",-0.015776437212416,11669,FALSE,0.467043512954927,0.962613387123402
"CXorf66",-0.015779478766496,11670,FALSE,0.287982694479488,0.961953958507263
"SOX10",-0.0157883902392167,11671,FALSE,0.733883534539096,0.986318354041964
"C10orf105",-0.0157958934860606,11672,FALSE,0.546823440263505,0.972817794316773
"DYRK4",-0.0157988203411059,11673,FALSE,0.804918071614103,0.988741473863441
"CELA2B",-0.0158146623849749,11674,FALSE,0.579659293413059,0.974889403904491
"TMEM151A",-0.0158196494434941,11675,FALSE,0.79727546864146,0.988741473863441
"EIF5AL1",-0.0158217105642764,11676,FALSE,0.854985012832854,0.993371139928155
"GJD4",-0.0158220478567933,11677,FALSE,0.124128613246879,0.961953958507263
"KRT76",-0.0158292291183254,11678,FALSE,0.396067865201131,0.962613387123402
"VWA3B",-0.0158295413223018,11679,FALSE,0.520935254075543,0.968868653437711
"OR10S1",-0.0158315173516177,11680,FALSE,0.0497108968919563,0.958910750271067
"TMEM144",-0.0158367737336182,11681,FALSE,0.814816298481971,0.990428074519632
"ASCL4",-0.0158451879935149,11682,FALSE,0.488544674520297,0.963535743091324
"OR51V1",-0.0158465464203806,11683,FALSE,0.0757048114850077,0.961953958507263
"KRT9",-0.015861260568292,11684,FALSE,0.570149686536202,0.973952866602945
"RAET1L",-0.0158631388115523,11685,FALSE,0.72165074192244,0.98595061929778
"JAKMIP1",-0.0158663715251374,11686,FALSE,0.788208915703008,0.988741473863441
"ZNF713",-0.0158699277345102,11687,FALSE,0.724469595823115,0.98595061929778
"KRTAP11-1",-0.0158745507020019,11688,FALSE,0.466258983619798,0.962613387123402
"POMC",-0.0158798044199581,11689,FALSE,0.81526899113989,0.990428074519632
"OR7G2",-0.0158856274707028,11690,FALSE,0.110196004817877,0.961953958507263
"NRAS",-0.0158972085702742,11691,FALSE,0.841948551695361,0.993371139928155
"NPHP3",-0.0158985802463516,11692,FALSE,0.807260770411566,0.988741473863441
"TMEM219",-0.0159021507871202,11693,FALSE,0.837725671170091,0.993371139928155
"MS4A12",-0.0159116138187998,11694,FALSE,0.252259649305637,0.961953958507263
"FZD10",-0.0159183852083444,11695,FALSE,0.848088600787748,0.993371139928155
"HAL",-0.0159184799454012,11696,FALSE,0.79319504613389,0.988741473863441
"CD101",-0.0159284712858226,11697,FALSE,0.756887136164067,0.988070096138049
"OR11H4",-0.0159373558281919,11698,FALSE,0.204000034233667,0.961953958507263
"PRDM8",-0.0159377251039783,11699,FALSE,0.906698167262404,0.996396890482989
"IL13",-0.0159484429521147,11700,FALSE,0.413535256711757,0.962613387123402
