"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","Category","GeneRatioNum","BgRatioNum"
"BP","GO:0006119","oxidative phosphorylation","19/329","151/18805",0.125827814569536,7.19207310936211,10.1943057818824,1.92910590720141e-11,5.85460402032317e-08,5.72433078857117e-08,"CHCHD10/NDUFS3/NDUFA3/COX8A/SDHAF2/COX6A1/UQCR11/COX6B1/NDUFB7/ATP5MG/NDUFB9/NDUFA2/NDUFB1/NDUFC2/NDUFB8/ATP5ME/NDUFA11/MT-ND2/MT-ND1",19,"BP",0.0577507598784195,0.00802977931401223
"BP","GO:0009060","aerobic respiration","21/329","201/18805",0.104477611940299,5.97173705938393,9.45631887917256,5.98366650109787e-11,5.85460402032317e-08,5.72433078857117e-08,"CHCHD10/NDUFS3/NDUFA3/COX8A/BLOC1S1/SDHAF2/COX6A1/UQCR11/COX6B1/NDUFB7/ATP5MG/NDUFB9/NDUFA2/NDUFB1/NDUFC2/NDUFB8/ATP5ME/NDUFA11/MT-ND2/MT-ND1/ACO2",21,"BP",0.0638297872340425,0.0106886466365328
"BP","GO:0045333","cellular respiration","23/329","245/18805",0.0938775510204082,5.3658581973823,9.17873381565509,6.3969036910545e-11,5.85460402032317e-08,5.72433078857117e-08,"CHCHD10/NDUFS3/NDUFA3/COX8A/BLOC1S1/SDHAF2/CHCHD5/COX6A1/UQCR11/COX6B1/NDUFB7/ATP5MG/NDUFB9/NDUFA2/ETFB/NDUFB1/NDUFC2/NDUFB8/ATP5ME/NDUFA11/MT-ND2/MT-ND1/ACO2",23,"BP",0.0699088145896656,0.013028449880351
"BP","GO:0019646","aerobic electron transport chain","15/329","93/18805",0.161290322580645,9.21904108245906,10.6028255164365,7.30683809088695e-11,5.85460402032317e-08,5.72433078857117e-08,"NDUFS3/NDUFA3/COX8A/SDHAF2/COX6A1/UQCR11/COX6B1/NDUFB7/NDUFB9/NDUFA2/NDUFB1/NDUFC2/NDUFB8/MT-ND2/MT-ND1",15,"BP",0.0455927051671733,0.00494549321988833
"BP","GO:0042776","proton motive force-driven mitochondrial ATP synthesis","13/329","68/18805",0.191176470588235,10.9272751653853,10.9434329480247,1.50120608034295e-10,9.62273097499832e-08,9.40861158143361e-08,"NDUFS3/NDUFA3/NDUFB7/ATP5MG/NDUFB9/NDUFA2/NDUFB1/NDUFC2/NDUFB8/ATP5ME/NDUFA11/MT-ND2/MT-ND1",13,"BP",0.0395136778115502,0.00361605955862802
"BP","GO:0022904","respiratory electron transport chain","16/329","117/18805",0.136752136752137,7.81648611435846,9.86940943040428,2.18543927702874e-10,9.82810915390273e-08,9.60941980496541e-08,"NDUFS3/NDUFA3/COX8A/SDHAF2/COX6A1/UQCR11/COX6B1/NDUFB7/NDUFB9/NDUFA2/ETFB/NDUFB1/NDUFC2/NDUFB8/MT-ND2/MT-ND1",16,"BP",0.0486322188449848,0.00622174953469822
"BP","GO:0042773","ATP synthesis coupled electron transport","15/329","101/18805",0.148514851485149,8.48882000662072,10.0699178102485,2.45319417258102e-10,9.82810915390273e-08,9.60941980496541e-08,"NDUFS3/NDUFA3/COX8A/SDHAF2/COX6A1/UQCR11/COX6B1/NDUFB7/NDUFB9/NDUFA2/NDUFB1/NDUFC2/NDUFB8/MT-ND2/MT-ND1",15,"BP",0.0455927051671733,0.00537091199149162
"BP","GO:0042775","mitochondrial ATP synthesis coupled electron transport","15/329","101/18805",0.148514851485149,8.48882000662072,10.0699178102485,2.45319417258102e-10,9.82810915390273e-08,9.60941980496541e-08,"NDUFS3/NDUFA3/COX8A/SDHAF2/COX6A1/UQCR11/COX6B1/NDUFB7/NDUFB9/NDUFA2/NDUFB1/NDUFC2/NDUFB8/MT-ND2/MT-ND1",15,"BP",0.0455927051671733,0.00537091199149162
"BP","GO:0033108","mitochondrial respiratory chain complex assembly","16/329","122/18805",0.131147540983607,7.49613832278639,9.60574305963722,4.13095003980645e-10,1.47107720861996e-07,1.43834365713495e-07,"NDUFS3/NDUFA3/COX14/SDHAF2/NDUFB7/HIGD2A/NDUFB9/NDUFA2/NDUFAF8/NDUFB1/NDUFC2/NDUFB8/COX17/NDUFA11/MT-ND2/MT-ND1",16,"BP",0.0486322188449848,0.00648763626695028
"BP","GO:0022900","electron transport chain","16/329","127/18805",0.125984251968504,7.20101476677118,9.35661013466524,7.57244102977272e-10,1.99259003031095e-07,1.94825207988692e-07,"NDUFS3/NDUFA3/COX8A/SDHAF2/COX6A1/UQCR11/COX6B1/NDUFB7/NDUFB9/NDUFA2/ETFB/NDUFB1/NDUFC2/NDUFB8/MT-ND2/MT-ND1",16,"BP",0.0486322188449848,0.00675352299920234
"BP","GO:0015986","proton motive force-driven ATP synthesis","13/329","77/18805",0.168831168831169,9.65006118501559,10.1493431220271,7.63455383106109e-10,1.99259003031095e-07,1.94825207988692e-07,"NDUFS3/NDUFA3/NDUFB7/ATP5MG/NDUFB9/NDUFA2/NDUFB1/NDUFC2/NDUFB8/ATP5ME/NDUFA11/MT-ND2/MT-ND1",13,"BP",0.0395136778115502,0.00409465567668173
"BP","GO:0010257","NADH dehydrogenase complex assembly","12/329","63/18805",0.19047619047619,10.8872485164278,10.4895498617308,8.08226845367935e-10,1.99259003031095e-07,1.94825207988692e-07,"NDUFS3/NDUFA3/NDUFB7/NDUFB9/NDUFA2/NDUFAF8/NDUFB1/NDUFC2/NDUFB8/NDUFA11/MT-ND2/MT-ND1",12,"BP",0.0364741641337386,0.00335017282637596
"BP","GO:0032981","mitochondrial respiratory chain complex I assembly","12/329","63/18805",0.19047619047619,10.8872485164278,10.4895498617308,8.08226845367935e-10,1.99259003031095e-07,1.94825207988692e-07,"NDUFS3/NDUFA3/NDUFB7/NDUFB9/NDUFA2/NDUFAF8/NDUFB1/NDUFC2/NDUFB8/NDUFA11/MT-ND2/MT-ND1",12,"BP",0.0364741641337386,0.00335017282637596
"BP","GO:0007005","mitochondrion organization","28/329","445/18805",0.0629213483146067,3.59646186947167,7.39681419640591,5.59588464306169e-09,1.28105787721519e-06,1.25255252499208e-06,"CHCHD10/NDUFS3/NDUFA3/COX14/GPX1/SDHAF2/NDUFB7/SIVA1/HIGD2A/SFN/NDUFB9/NDUFA2/NDUFAF8/JTB/NDUFB1/ROMO1/NDUFC2/NDUFB8/COX17/NDUFA11/MT-ND2/MT-ND1/PARL/SQSTM1/HK2/DNAJC11/HSPA4/EP300",28,"BP",0.0851063829787234,0.0236639191704334
"BP","GO:0006091","generation of precursor metabolites and energy","29/329","484/18805",0.0599173553719008,3.42475947650029,7.21167011099817,8.84513928600869e-09,1.88991142744386e-06,1.84785822136476e-06,"CHCHD10/NDUFS3/NDUFA3/COX8A/BLOC1S1/SDHAF2/CHCHD5/COX6A1/UQCR11/COX6B1/NDUFB7/ATP5MG/NDUFB9/NDUFA2/ETFB/NDUFB1/NDUFC2/NDUFB8/ATP5ME/COX17/NDUFA11/MT-ND2/MT-ND1/HK2/PFKP/ACO2/IRS1/PFKFB3/EP300",29,"BP",0.088145896656535,0.0257378356819995
"BP","GO:0015980","energy derivation by oxidation of organic compounds","24/329","352/18805",0.0681818181818182,3.8971400939486,7.32194446828927,1.55882853302203e-08,2.99028582909102e-06,2.9237477340353e-06,"CHCHD10/NDUFS3/NDUFA3/COX8A/BLOC1S1/SDHAF2/CHCHD5/COX6A1/UQCR11/COX6B1/NDUFB7/ATP5MG/NDUFB9/NDUFA2/ETFB/NDUFB1/NDUFC2/NDUFB8/ATP5ME/NDUFA11/MT-ND2/MT-ND1/ACO2/IRS1",24,"BP",0.0729483282674772,0.0187184259505451
"BP","GO:0006120","mitochondrial electron transport, NADH to ubiquinone","10/329","51/18805",0.196078431372549,11.2074617080875,9.74035947352022,1.58611104819181e-08,2.99028582909102e-06,2.9237477340353e-06,"NDUFS3/NDUFA3/NDUFB7/NDUFB9/NDUFA2/NDUFB1/NDUFC2/NDUFB8/MT-ND2/MT-ND1",10,"BP",0.0303951367781155,0.00271204466897102
"BP","GO:0006754","ATP biosynthetic process","13/329","100/18805",0.13,7.43054711246201,8.6037575081206,2.05931521072265e-08,3.66672513909227e-06,3.58513531129902e-06,"NDUFS3/NDUFA3/NDUFB7/ATP5MG/NDUFB9/NDUFA2/NDUFB1/NDUFC2/NDUFB8/ATP5ME/NDUFA11/MT-ND2/MT-ND1",13,"BP",0.0395136778115502,0.00531773464504121
"BP","GO:0009206","purine ribonucleoside triphosphate biosynthetic process","13/329","111/18805",0.117117117117117,6.69418658780361,8.02899445017269,7.31994045811393e-08,1.23475837727659e-05,1.20728325450444e-05,"NDUFS3/NDUFA3/NDUFB7/ATP5MG/NDUFB9/NDUFA2/NDUFB1/NDUFC2/NDUFB8/ATP5ME/NDUFA11/MT-ND2/MT-ND1",13,"BP",0.0395136778115502,0.00590268545599575
"BP","GO:0009145","purine nucleoside triphosphate biosynthetic process","13/329","112/18805",0.116071428571429,6.63441706469822,7.98063764635894,8.15235208246495e-08,1.30641442121501e-05,1.27734484997359e-05,"NDUFS3/NDUFA3/NDUFB7/ATP5MG/NDUFB9/NDUFA2/NDUFB1/NDUFC2/NDUFB8/ATP5ME/NDUFA11/MT-ND2/MT-ND1",13,"BP",0.0395136778115502,0.00595586280244616
"BP","GO:0009201","ribonucleoside triphosphate biosynthetic process","13/329","117/18805",0.111111111111111,6.35089496791624,7.74741888584126,1.37335808217907e-07,2.09600602542091e-05,2.04936692263012e-05,"NDUFS3/NDUFA3/NDUFB7/ATP5MG/NDUFB9/NDUFA2/NDUFB1/NDUFC2/NDUFB8/ATP5ME/NDUFA11/MT-ND2/MT-ND1",13,"BP",0.0395136778115502,0.00622174953469822
"BP","GO:0009144","purine nucleoside triphosphate metabolic process","19/329","261/18805",0.0727969348659004,4.16093118587616,6.86203105322079,1.85048095546436e-07,2.69581430102875e-05,2.63582861455377e-05,"NDUFS3/NDUFA3/GUK1/NDUFB7/ATP5MG/NDUFB9/ITPA/NDUFA2/NDUFB1/NDUFC2/NDUFB8/ATP5ME/NDUFA11/MT-ND2/MT-ND1/HK2/PFKP/PFKFB3/EP300",19,"BP",0.0577507598784195,0.0138792874235576
"BP","GO:1902600","proton transmembrane transport","16/329","190/18805",0.0842105263157895,4.81330987042073,7.04963239568864,2.47137737264909e-07,3.44381064319145e-05,3.36718097866194e-05,"NDUFS3/NDUFA3/COX8A/COX6B1/NDUFB7/ATP5MG/NDUFB9/NDUFA2/NDUFB1/ATP6V0B/NDUFC2/NDUFB8/ATP5ME/COX17/MT-ND2/MT-ND1",16,"BP",0.0486322188449848,0.0101036958255783
"BP","GO:0009142","nucleoside triphosphate biosynthetic process","13/329","125/18805",0.104,5.9444376899696,7.40120736401439,2.99695615939383e-07,4.00218520452384e-05,3.91313091513834e-05,"NDUFS3/NDUFA3/NDUFB7/ATP5MG/NDUFB9/NDUFA2/NDUFB1/NDUFC2/NDUFB8/ATP5ME/NDUFA11/MT-ND2/MT-ND1",13,"BP",0.0395136778115502,0.00664716830630152
"BP","GO:0009141","nucleoside triphosphate metabolic process","19/329","277/18805",0.0685920577617329,3.92058859030209,6.5345410597927,4.63046586359393e-07,5.93625723712742e-05,5.80416710565016e-05,"NDUFS3/NDUFA3/GUK1/NDUFB7/ATP5MG/NDUFB9/ITPA/NDUFA2/NDUFB1/NDUFC2/NDUFB8/ATP5ME/NDUFA11/MT-ND2/MT-ND1/HK2/PFKP/PFKFB3/EP300",19,"BP",0.0577507598784195,0.0147301249667642
"BP","GO:0009205","purine ribonucleoside triphosphate metabolic process","18/329","254/18805",0.0708661417322835,4.05057080630879,6.53180782700898,5.79745652568086e-07,7.14648006338737e-05,6.98746075989957e-05,"NDUFS3/NDUFA3/NDUFB7/ATP5MG/NDUFB9/ITPA/NDUFA2/NDUFB1/NDUFC2/NDUFB8/ATP5ME/NDUFA11/MT-ND2/MT-ND1/HK2/PFKP/PFKFB3/EP300",18,"BP",0.0547112462006079,0.0135070459984047
"BP","GO:0046034","ATP metabolic process","17/329","230/18805",0.0739130434782609,4.22472578300515,6.56615892785446,6.66663198316892e-07,7.91353907631718e-05,7.73745162335044e-05,"NDUFS3/NDUFA3/NDUFB7/ATP5MG/NDUFB9/NDUFA2/NDUFB1/NDUFC2/NDUFB8/ATP5ME/NDUFA11/MT-ND2/MT-ND1/HK2/PFKP/PFKFB3/EP300",17,"BP",0.0516717325227964,0.0122307896835948
"BP","GO:0009152","purine ribonucleotide biosynthetic process","14/329","157/18805",0.089171974522293,5.09689659845507,6.87872254348372,7.02693734142411e-07,8.04333363545152e-05,7.8643580697066e-05,"NDUFS3/NDUFA3/GUK1/NDUFB7/ATP5MG/NDUFB9/NDUFA2/NDUFB1/NDUFC2/NDUFB8/ATP5ME/NDUFA11/MT-ND2/MT-ND1",14,"BP",0.0425531914893617,0.0083488433927147
