"Gene","log2FC","rank","in_gene_set"
"PTPRF",0.161351298400356,552,FALSE
"STYK1",0.160737262665782,553,FALSE
"VDAC2",0.160251144461048,554,FALSE
"TSPO",0.16002452532962,555,FALSE
"SLC25A4",0.160011758090113,556,FALSE
"FNDC3A",0.160005939075127,557,FALSE
"ASCL2",0.15991333768896,558,FALSE
"EPN3",0.159760429873582,559,FALSE
"TUNAR",0.15968845848725,560,FALSE
"IRS2",0.15958210376152,561,FALSE
"ZMIZ1",0.159183475885506,562,FALSE
"RPL3L",0.159038577423161,563,FALSE
"MID2",0.159030830565501,564,FALSE
"TRIM13",0.159000721760441,565,FALSE
"TSPYL5",0.158974339853129,566,FALSE
"RAB6B",0.158954852493432,567,FALSE
"POR",0.158702958111201,568,FALSE
"HEATR1",0.158523688057211,569,FALSE
"USP9X",0.158433961864796,570,FALSE
"PGM5",0.158379824416726,571,FALSE
"PPA1",0.15832117650474,572,FALSE
"IQSEC2",0.158182276025117,573,FALSE
"SYPL1",0.158080833036808,574,FALSE
"ANKIB1",0.158048097994909,575,FALSE
"DSG2",0.157947939263171,576,FALSE
"MMRN1",0.157933535943057,577,FALSE
"YWHAG",0.157767828275361,578,FALSE
"HUWE1",0.157686655505205,579,FALSE
"RRM2B",0.157619206722722,580,FALSE
"VSIG10L",0.15757483814685,581,FALSE
"CD9",0.157365828074149,582,FALSE
"PC",0.157210017807424,583,FALSE
"AP3M1",0.157093221851601,584,FALSE
"PLEKHF1",0.15706971465328,585,FALSE
"ENAH",0.15699595992637,586,FALSE
"STOM",0.156983879079239,587,FALSE
"FBXO21",0.156956770180243,588,FALSE
"TFEB",0.15656123688114,589,FALSE
"NBEA",0.156530685542194,590,FALSE
"AP1AR",0.156514368846299,591,FALSE
"RASSF8",0.156403357885699,592,FALSE
"CMTM7",0.156316663077617,593,FALSE
"NEDD4L",0.155953562596455,594,FALSE
"MLEC",0.155422141962688,595,FALSE
"FYTTD1",0.155328089641457,596,FALSE
"PEBP4",0.154912230746688,597,FALSE
"ATP9A",0.154810743764766,598,FALSE
"SLC26A6",0.154702227098426,599,FALSE
"DAPK3",0.154640494400923,600,FALSE
"C12orf75",0.154604096549867,601,FALSE
"BMI1",0.154459886736048,602,FALSE
"GPX3",0.154365148639341,603,FALSE
"TF",0.154336420556907,604,FALSE
"SOWAHA",0.15425735498762,605,FALSE
"POPDC2",0.154142219657546,606,FALSE
"IRAK1",0.154019866068355,607,FALSE
"EIF4EBP2",0.153964479052016,608,FALSE
"CHSY1",0.153930498211651,609,FALSE
"AP5B1",0.153791447898289,610,FALSE
"MBTPS2",0.153742320782117,611,FALSE
"CD164L2",0.153471281436694,612,FALSE
"PHF6",0.153460711033705,613,FALSE
"PPP1R1B",0.153421527223858,614,FALSE
"NUDT10",0.1533121092598,615,FALSE
"KMT2E",0.153209024016457,616,FALSE
"GADD45G",0.15320413770154,617,FALSE
"UNC119B",0.152911181010627,618,FALSE
"PTGES2",0.152903019294745,619,FALSE
"MKLN1",0.152864910124258,620,FALSE
"HK2",0.152847530766858,621,FALSE
"RNF11",0.152767193127448,622,FALSE
"IP6K3",0.152475150531425,623,FALSE
"GALNT2",0.15244319099433,624,FALSE
"CDH10",0.152284230368769,625,FALSE
"MTMR12",0.15220495585667,626,FALSE
"GAL",0.152162146266477,627,FALSE
"ANKRD23",0.152070458123062,628,FALSE
"UBR5",0.152022289971246,629,FALSE
"LDLR",0.151925343044442,630,TRUE
"SMS",0.151916018415682,631,FALSE
"SUDS3",0.15183685609802,632,FALSE
"FOXK1",0.151810710165158,633,FALSE
"CLU",0.151334586160683,634,FALSE
"WIPI1",0.151327453586892,635,FALSE
"AFF4",0.151046225421599,636,FALSE
