"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","matched_genes"
"BB3_down","BB3_down",268,0.520885972881209,2.16590804391148,1.2267919256073e-14,1.2267919256073e-14,NA,2933,"tags=41%, list=16%, signal=35%","ABCC4/FASN/ENTPD5/SMPDL3B/GCNT1/RALGAPA2/MON1B/TMTC4/EMB/ZNF350/ACACA/SAPCD2/SLC12A8/PLEKHH1/ACLY/IMPDH2/MIA3/NCAPD3/MAOA/ADRA2A/AR/ATP2C1/EEF2/ZBTB16/MEX3A/P4HA1/ACSL3/ZKSCAN1/ZNF614/LRBA/SHANK2/BCL9/HDLBP/PLXNB3/TRIM14/NEK6/AVL9/TWNK/BMP6/RORC/FARP1/DDX21/MLEC/ATP13A2/EBF2/KCND3/EARS2/SLC26A1/HSP90B1/FKBP5/KIAA1549/ANKRD13B/TRRAP/STT3A/POLR3E/FKBP4/ANKH/PFAS/SLC35E2B/LRRC8D/SLC46A1/KIF3B/TAF4B/PSD3/RIOX2/COG5/NSMAF/RREB1/KBTBD11/MIPOL1/CCDC88C/PCNX2/ABL2/WDR43/TANC2/BTBD9/RALGAPA1/TM9SF4/PRKDC/HLTF/UTP14A/HMGXB4/SRRM2/PHKB/FKTN/MAP3K21/CDC42SE1/EIF2A/SERBP1/GEMIN4/CDK12/GDF11/ZBTB45/MTMR4/TRIM44/MORC4/IGBP1/PLXNB2/ZNF770/ZFAT/TGFBRAP1/PLOD1/PIGN/BRPF3/GPHN/ATP8B2/LMAN1/HERC6/MAPT",268
